recipe_id,ingredient,amount
20,다진당근,0.5T
21,쌀,1컵
21,찹쌀,0.5컵
21,물,1.7컵
22,매실청,1큰술
22,멸치다시육수(물),2큰술
22,다진마늘,1작은술
22,다진파,1큰술
22,고추가루,1/2큰술
22,참기름,1큰술
22,고추장아찌,5개
22,느타리버섯,40g
22,물,1+1/2컵
22,당근,30g
22,참기름,1큰술
22,표고버섯,1개
22,잡곡,1/2컵
22,멥쌀,1컵
22,굴,150g
23,다진마늘,1작은술
23,들기름,1큰술
23,국간장,1작은술
23,들기름,1작은술
23,마늘,1작은술
23,설탕,2/3큰술
23,맛술,1큰술
23,물,2컵
23,은행,10알
23,간장,1큰술
23,소고기 불고기감,150g
23,익은 김치,50g
23,삶은 시래기,100g
23,현미,2컵
24,물,5.5컵
24,소금,1작은술
24,현미,5컵
25,시래기,
25,현미,
25,콩,
26,현미,5컵
26,물,5+1/2컵
26,소금,1작은술
27,밤,4개
27,현미쌀,150g(종이컵으로 1컵)
27,백미,150g(종이컵으로 1컵)
28,쌀,3컵
28,흑미,1컵
29,쌀,2컵
29,감자,2개
29,소금,1꼬집
29,부추,1줌
29,간장,4T
29,다진마늘,1t
29,설탕,0.3t
29,참기름,1T
29,고춧가루,1T
29,통깨,0.5T
30,참기름,1큰술
30,다진마늘,1작은술
30,다진파(실파),1큰술
30,통깨,1큰술
30,간장,2큰술
30,소금,1/3작은술
30,들기름,1큰술
30,당근,25g
30,물,2컵
30,쌀,2인분
30,감자,120g
30,냉동곤드레,150g
31,통깨,1작은술
31,다진마늘,1/2작은술
31,달래,30g
31,달래,2큰술
31,맛술,1큰술
31,참기름,1큰술
31,간장,3큰술
31,다진파,1작은술
31,다진마늘,1작은술
31,참기름,1작은술
31,식초,2큰술
31,간장,1큰술
31,쇠고기다짐육,70g
31,당근,30g
31,표고버섯,2개
31,감자(중간크기),2개
31,물,적당량
31,연근,1/2개(90g)
31,쌀,4인분
31,설탕,1작은술
32,감자,
33,돼지감자,60~70g
33,쌀,2~3인분
34,참기름,1T
34,통깨,1T
34,다진마늘,0.5T
34,다진파,1.5T
34,매실청,1T
34,건곤드레,30g
34,국간장,2T
34,양조간장,4T
34,쌀,3-4컵
34,고춧가루,1T
35,통깨,약간
35,마늘,약간
35,고추,약간
35,다진파,약간
35,참기름,1숟갈
35,참기름(들기름),1숟갈
35,진간장,3숟갈
35,간장,1숟갈
35,쌀,2인분(쌀컵으로1.5컵)
35,건곤드레나물,20g
35,고춧가루,1/2숟갈
36,다진 홍고추,1작은술
36,다진 청고추,1작은술
36,깨소금,1작은술
36,참기름,1작은술
36,매실액,1작은술
36,국간장,2큰술
36,아마씨오일,2큰술
36,멥쌀,2컵
36,곤드레나물,150g
36,국간장,1큰술
37,청양고추 잘게 썬 것,1개
37,표고,
37,다시마,
37,멸치,
37,무,
37,전분가루,2큰술
37,참기름,1큰술
37,식용유,적당히
37,마늘 편 썬 것,5알
37,물,5큰술
37,표고버섯 잘게 썬 것,2/3컵
37,양파 잘게 썬 것,2/3컵
37,호박 잘게 썬 것,2/3컵
37,소고기 잘게 썬 것,1/2컵
37,된장,200g
37,대파 잘게 썬 것,1/2컵
37,소금,1/2작은술
37,들기름,2+1/2큰술
37,불린쌀,2컵
37,곤드레 삶은 것,250g
38,깨,약간
38,참기름,0.5스푼
38,다진 파,1스푼
38,고춧가루,1스푼
38,다진 마늘,0.5스푼
38,간장,4스푼
38,건곤드레,1줌
38,쌀,2컵
38,설탕,1스푼
39,후춧가루,약간
39,참기름,1큰술
39,맛술,1작은술
39,고추장,1큰술
39,올리고당,1+1/2큰술
39,밥,
39,스팸,
39,김치,
39,굴소스,1+1/2큰술
40,고춧가루,2~3T
40,식용유,적당량
40,간장,2~3T
40,설탕,1/3T
40,간 마늘,1T
40,묵은지,250g
40,대파,1/2대
40,참치,100g
40,밥,400g
40,계란후라이,2개
41,소금,1꼬집
41,참기름,1/2T
41,고춧가루,1T
41,간장,1T
41,미림(맛술),1/2T
41,계란,1개
41,대파,1대
41,신김치,1/2공기
41,밥,1공기
41,기름,2T
42,밥,1공기
42,참기름,약간
42,설탕,1/2스푼
42,간장,2스푼
42,식용유,3스푼
42,참치,1캔
42,김치,2/3국그릇
42,대파,1뿌리
43,고추장,2/3큰술
43,들기름 또는 참기름,1큰술
43,부순 참깨,1큰술
43,설탕,2/3큰술
43,김칫국물,2큰술
43,다진 햄,3큰술
43,다진 김치,1/2컵
43,다진 양파,3큰술
43,밥,1공기
44,밥,4인분
44,참치,1캔(150g)
44,후리가케,2인분
44,참기름,4큰술
44,진간장,2큰술
44,맛술,1큰술
44,설탕,0.5큰술
44,올리고당,1큰술
44,밥숟가락,계량
45,참기름,1T
45,소금,1꼬집
45,밥,1공기
45,당근,20g
45,양파,20g
45,통통소세지,3개
45,애호박,20g
46,햄,
46,당근,
46,양파,
46,애호박,
46,달걀,2개
46,참치,1캔
46,마요네즈,
46,김가루,
47,밥,
47,굴소스,1TS
47,당근,
47,베이컨,
47,호박,
48,밥,2공기
48,고추참치,1캔
48,김,적당량
48,고추장,2큰술
48,설탕,1큰술
48,참기름,2큰술
48,마요네즈,1큰술
49,간장,1/2T
49,깨,
49,김가루,조금
49,찬밥,1인분
49,참기름,1T
49,참치캔,100ml
49,다진마늘,1/2T
49,다진파,4T
49,달걀,1개
49,고추장 듬뿍,1T
50,달걀,1개
50,밥,1공기
50,마늘,5개
50,참치,2스푼
50,올리브유,약간
50,소금,약간
51,고춧가루,1숟갈
51,간장,1숟갈
51,고추장,1숟갈
51,다진마늘,1숟갈
51,설탕,0.5숟갈
51,김가루,약간
51,맛술,1숟갈
51,밥,1공기
51,다진야채(기호껏),
51,다진햄,
51,대파,1대
51,콩나물,1줌
51,계란,1알
52,후추,약간
52,통깨,적당량
52,참기름,1큰술
52,굴소스,1작은술~취향껏
52,식용유,3큰술 정도
52,다진 마늘,1큰술
52,밥,1공기
52,만두,3개
53,참기름,0.5스푼
53,설탕,0.5스푼
53,다진 마늘,0.5스푼
53,맛술,1스푼
53,간장,1스푼
53,스팸,1/2(작은 사이즈)
53,달걀,2개
53,대파,1대
53,밥,1.5공기
53,고추장,1스푼
54,밥,1공기
54,계란,1개
54,김,1줌
54,상추,3장
54,올리고당,1큰술
54,참기름,1큰술
54,간장,1큰술
54,고추가루,1큰술
54,고추장,1.5스푼
54,참치캔,1/2캔(100g)
54,설탕,1큰술
55,맛술,1
55,참기름,1티스푼
55,올리브유,조금
55,후추,톡
55,고춧가루,1
55,통깨,솔솔
55,굴소스,1
55,고추장,1+1/2큰술
55,통마늘,3
55,땡초,2
55,사각어묵,3장
55,올리고당,1
56,참기름,1t
56,깨소금,1t
56,설탕,1.5T
56,간장,2T
56,양파,1/2개
56,당근,1/3개
56,애호박,1/5개
56,돼지고기,100g
56,식초,1T
56,고추장,2T
57,고춧가루,1큰술
57,간마늘,1/2큰술
57,매운고추,적당량
57,파(잘게썬 것),4큰술
57,깨소금,2큰술
57,참기름,1큰술
57,간장,6큰술
57,소금,1작은술
57,물(1422ml),6컵
57,콩나물,2봉지
57,설탕,2큰술
58,간장,1스푼
58,마늘,1/3스푼
58,올리고당,1스푼
58,참기름,1스푼
58,깨,1스푼
58,계란,1개
58,참치캔,100g(제일작은사이즈)
58,열무,1/2밥공기양
58,밥,1공기
58,고추장,1스푼
59,설탕,
59,식초,
59,참기름,
59,깨소금(볶은통깨),
59,굵은고추가루,
59,멸치액젓(참치액),
59,새우젓,
59,매실청,
59,꿀,
59,굵은소금,
59,식용유,
59,다진파,
59,가는소금,
59,소고기다짐육,250g
59,피클오이,10개 =조선오이5-6개
59,무 중간크기,1개
59,고추장,간소고기동량의부피
59,시금치2단 약,650g
59,콩나물 1봉지,450g
59,당근,5개
59,간마늘,
59,그레이호박,5개 =조선호박2-3개
60,당근,1/2개
60,불닭소스,
60,밥,적당량
60,표고버섯,1개
60,달걀,2개
60,애호박,2개
60,꿀,1숟가락
60,시금치,1줌
60,후추,약간
60,캡사이신가루,1숟가락
60,간장,1숟가락
60,물,3숟가락
60,고추장,4숟가락
60,소고기다짐육,1종이컵
60,설탕,1숟가락
61,당근 몰,1큰술
61,대파 채,2큰술
61,참기름,1큰술
61,미원,1작은술
61,꽃소금,1작은술
61,식용유,4큰술
61,피망 채,50그램
61,부추,1줌
61,양파,50그램
61,해삼 채,30그램
61,오징어채,30그램
61,새우,30그램
61,계란,3개
61,공기밥,2개
61,당근,50그램
62,소금,약간
62,통깨,적당량
62,참기름,1큰 술
62,굴소스,1큰 술
62,후춧가루,약간
62,당근,1/3개
62,대파,1/2대
62,양파,1/2개
62,계란,3개
62,밥,2공기
63,계란,2개
63,대파,1/2개
63,냉동새우,8마리
63,간장,1t
63,참기름,1t
63,통깨,살짝
64,진간장,1T
64,소금,1꼬집
64,후추,톡톡
64,공기밥,취향것
64,굴소스,1T
64,달걀,1개
64,양파,1/2개
64,호박,1/4개
64,당근,1/3개
64,다진대파,1주먹
65,밥,1공기
65,계란,1알
65,새우살,20개가량
65,대파,1/2대
65,홍고추,1개
65,후추,톡톡
65,굴소스,1스푼
66,후추,톡톡
66,카놀라유,적당량
66,버터,1티스푼
66,굴소스,1큰술
66,양파 작은,1/2개
66,파프리카,조금
66,대파,조금
66,손질된새우,8마리
66,당근,조금
67,들기름(참기름),1/3스푼
67,고춧가루,1스푼
67,설탕,1/2스푼
67,김치양념-들기름(참기름),1스푼
67,김가루,적당량
67,참깨,1/2스푼
67,잘게썬 김치,1+1/2줌
67,상추,6-7장
67,날치알,5-6스푼
67,밥,3공기
67,김밥용단무지,4개
68,알,
68,김치,
68,맛살,
68,햄,
68,밥,
68,들기름,
69,단무지,
69,레몬즙,
69,김가루,
69,양파,
69,참기름,1큰술
69,날치알,
69,김치,
69,오이,
69,햄,
69,당근,
69,설탕,1/2큰술
70,참기름,1/2작은술
70,무순,약간
70,설탕,약간
70,배추김치,2-3줄기
70,단무지,약간
70,당근,약간
70,청주 ( 날치알이 잠길 정도) 밥 3분의,2공기
70,날치알,4큰술
71,참기름,1T
71,청주,1T
71,달걀,1개
71,무슨,1/2줌
71,김가루,3T
71,고추장,1T
71,다진 맛살,3T
71,다진 햄,3T
71,다진김치,3T
71,날치알,2큰술
71,밥,1공기
71,다진 단무지,3T
72,깨소금,2큰술
72,다진파,1큰술
72,마늘,1큰술
72,진간장,2.5큰술
72,식용유,1큰술
72,참기름,2큰술
72,참기름,2큰술
72,깨소금,2큰술
72,마늘,1큰술
72,호박,330g
72,식용유,1큰술
72,마늘,1큰술
72,진간장,3큰술
72,다진파,1큰술
72,참기름,2큰술
72,식용유,1큰술
72,후추,약간
72,쇠고기다진것,270g
72,고추장,12큰술
72,올리고당,2큰술
72,참기름,2큰술
72,다진파,1큰술
72,고사리,300g
72,진간장,3큰술
72,깨소금,2큰술
72,식용유,1큰술
72,고춧잎나물,300g
72,진간장,2큰술
72,다진파,1큰술
72,마늘,1큰술
72,들기름,2큰술
72,식용유,1큰술
72,취나물,310g
72,아주까리,330g
72,진간장,2큰술
72,마늘,1큰술
72,다진파,1큰술
72,생들깨가루,2큰술
72,생들깨가루,1큰술
72,식용유,1큰술
72,가지,250g
72,진간장,2큰술
72,소금,0.5작은술
72,마늘,1큰술
72,다진파,1큰술
72,깨소금,2큰술
72,참기름,2큰술
72,올리고당,1큰술
72,들기름,2큰술
73,고추장,3큰술
73,깨소금,1작은술
73,참기름,2큰술
73,무채나물,
73,현미밥,
73,봄산채나물,
73,간장,2큰술
74,계란,4개
74,물,100ml
74,굴소스,1T
74,올리고당,3T
74,케찹,3T
74,돈가스소스,6T
74,후추,약간
74,양파(대),1/2개
74,케찹,1T
74,식은 밥,2인분
74,파(잎위주),1/2대
74,감자(중),1/2개
74,당근,1줌
74,햄,100g
74,소금,1/2T
75,마요네즈,
75,후추,
75,물,130ml
75,올리고당,2스푼
75,돈까스소스,5큰스푼
75,케첩,7큰스푼
75,밥,
75,감자,
75,양파,
75,당근,
75,계란,
75,호박,
76,후추,약간
76,돈까스소스,10스푼
76,올리고당,2스푼
76,굴소스,2스푼
76,물,10스푼
76,식용유,적당량
76,소금,약간
76,케찹,10스푼
76,스팸,1/2개
76,계란,3개
76,당근,1/4개
76,호박,1/5개
76,감자,1/2개
76,양파,1/2개
76,밥,2공기
76,표고버섯,2개
77,후추,약간
77,우스터소스,2/3컵
77,다진 소고기,150g
77,케첩,200ml
77,버터,30g
77,다진 마늘,1큰 술
77,중간 크기 당근,1개
77,돈가스소스,적당량
77,계란,3개
77,소스,2-3큰술
77,밥,1공기
77,중간 크기 양파,1/2개
78,후춧가루,약간
78,후춧가루,약간
78,물,5T
78,굴소스,1t
78,물엿,1t
78,토마토케첩,1T
78,돈까스소스,3T
78,소금,약간
78,식용유,약간
78,참기름,약간
78,다진마늘,1t
78,버터,10g
78,달걀,1개
78,브로콜리,약간
78,피망,1/4개
78,양파,1/4개
78,당근,1토막
78,호박,10g
78,햄,50g
78,밥,1인분
78,토마토케찹,1T
79,참기름,2큰술
79,설탕,1/3큰술
79,소금,1/3큰술
79,다진마늘,1큰술
79,고추장 육회 양념장(,300g 기준)
79,쌀밥,
79,깨소금,적당량
79,새싹,
79,청양고추,
79,설탕,
79,배,
79,우둔살,
79,쌈야채,
80,약고추장or초고추or고추장,
80,김(가루),
80,참기름,
80,마늘,
80,통깨,2T
80,맛술,1t
80,설탕,3T
80,간장,1T
80,날치알,
80,계란노른자,
80,오이,
80,상추,
80,소고기(육회부위),
80,소금,1t
81,육회,약간
81,간장,1T
81,매실청,1T
81,올리고당,2T
81,고추장,3T
81,무순,약간
81,어린잎 채소,약간
81,참기름,1T
81,다진 파,0.5T
81,상추,3장
81,백후추,약간
81,고추기름,0.5t
81,참기름,1.5T
81,설탕,30g
81,구운소금,1T
81,달걀 노른자,1개
81,무순,약간
81,배,1/2개
81,우둔살,400g
81,다진 마늘,0.5T
82,깨,1숟갈
82,다진마늘,1/2숟갈
82,올리고당,1숟갈
82,참기름,1/2숟갈
82,고추장,1숟갈
82,양파,1/2개
82,채썬대파,1/2토막
82,애호박,1/2개
82,당근,1/2개
82,육사시미,300g
83,육회용 고기,200g
83,설탕,1T
83,간장,1.5T
83,참기름,1T
83,새싹,1/2
83,양파,1/2개
84,달걀,2개
84,식용유,적당량
84,밥,3공기
84,굴소스,3~4숟가락
84,청양고추,5개
84,양파,1개
84,냉동해물,300~400g
84,마늘,5쪽
85,식초,1Ts
85,설탕,1Ts
85,간장,1/2Ts
85,청양고추(혹은크러쉬드레드페퍼),
85,굴소스,1Ts
85,해물믹스,2웅큼
85,마늘,4톨
85,양파,1개
85,밥,2공기
85,대파,
86,간장,1큰술
86,맛술,1큰술
86,다진 청양고추,2큰술
86,다진마늘,1/2큰술
86,설탕,1/3큰술
86,후춧가루,약간
86,굴소스,1/2큰술
86,고춧가루,1큰술
86,김치,1/6포기
86,참기름,1/2큰술
86,포도씨유,4큰술
86,밥,2공기
86,당근,1/5개
86,양파,1/3개
86,오징어,1/2마리
86,칵테일 새우,10마리
86,깨소금,약간
87,맛술,1숟가락
87,후추,약간
87,소금,약간
87,버터,2숟가락
87,진간장,1숟가락
87,굴소스,2숟가락
87,식용유,2숟가락
87,냉동해물모듬,1.5공기
87,대파,1대
87,당근 조금,45g
87,양파 반개,140g
87,숙주 한줌,100g
87,마늘,5톨
87,밥,2공기
88,매운 고추,1개
88,달걀,1개
88,마늘,3알
88,굴소스 2작은술~,3작은술
88,밥,2공기(약 250g)
88,해물믹스,100g
88,식용유,1큰술 정도
89,밥,1공기
89,열무,1/2밥공기양
89,참치캔,100g(제일작은사이즈)
89,계란,1개
89,고추장,1스푼
89,참기름,1스푼
89,올리고당,1스푼
89,깨,1스푼
89,마늘,1/3스푼
89,간장,1스푼
90,깨소금,1t
90,참기름,1t
90,깨소금,적당량
90,설탕,1/2t
90,고추장,2T
90,열무김치,1줌
90,참기름,적당량
91,참기름,1스푼
91,물엿,1스푼
91,매실,1스푼
91,,
91,고추장,2스푼
91,열무김치,
91,계란,
91,밥,
91,각종야채들(당근/상추),
92,다진생강,2큰술
92,설탕,4큰술
92,멸치액젓,1/3컵
92,소금물,2리터
92,새우젓,1컵반
92,다진마늘,4큰술
92,양파,1개
92,찹쌀풀,1/2컵
92,고춧가루,1컵반
92,홍고추,15개
92,절일 굵은소금,1컵
92,열무,1단
92,양파,1/2개
93,계란,
93,설탕,1스푼
93,고추장 듬뿍,2큰술
93,오이,
93,참기름,3스푼
93,표고버섯,
93,당근,
93,호박,
93,열무김치,
93,상추,
94,후추,약간
94,생강,약간
94,참기름,1바퀴
94,간 마늘,1숟갈
94,물,6소주잔
94,맛술,1소주잔
94,설탕,1소주잔
94,당근,적당량
94,쪽파,적당량
94,양파,1/2개
94,대파,1뿌리
94,표고버섯,2개
94,소고기,600g
94,간장,1.5소주잔
95,후춧가루,약간
95,참기름,0.5
95,후춧가루,
95,간장,2
95,맛술,2
95,청주,1
95,굴 소스,1
95,소금,
95,설탕,1
95,청주,1
95,밥,2공기
95,멸치 다시마 육수,2컵
95,달걀,2개
95,대파,1/2
95,양파,1/2
95,소불고기,200g
95,다진 마늘,0.5
96,참기름,1스푼
96,통깨,1스푼
96,매실,2스푼
96,설탕,1스푼
96,다진마늘,1스푼
96,진간장,12스푼
96,후춧가루,약간
96,물,250~300ml
96,말린 표고버섯,1줌
96,대파,1개
96,양파(중),1개
96,소고기 불고기감,570g
96,녹말,1스푼
97,후추가루,1/3작은술
97,양파,1/3개
97,사과(또는 배),1/4개
97,간마늘,1큰술
97,설탕,1/4컵
97,간장,2/3컵
97,잔파,3대
97,양파,1/2개
97,당근,1/3개
97,소고기샤브샤브,2국자
97,물,2/3컵
98,통깨,약간
98,소금,약간
98,후추,약간
98,참기름,1T
98,다시마 육수,5T
98,다진마늘,1T
98,배즙,3T
98,매실청,1T
98,밥,2공기
98,간장,4T
98,마늘,6쪽
98,당근,1/2개
98,양파,2개
98,대파,2뿌리
98,청주,2T
98,쇠고기 불고기감,400g
98,설탕,1T
99,참기름,1T
99,새우젓(소금),1t
99,다진마늘,1T
99,고추가루,3T
99,땡초,
99,국간장,1T
99,콩나물,
99,소고기국거리,
99,무,
99,멸치육수,
99,대파,
100,소금,조금
100,국간장,2T
100,대파,3대
100,다진 마늘,1T
100,삶은 소고기,200g
100,소고기 육수,6C
100,콩나물,1봉
101,소금,약간
101,물,1L+약간더
101,액젓,1T
101,국간장,2T
101,청주(미림),2T
101,후추가루,약간
101,들깨가루,4T
101,불고기감,350g
101,콩나물,1+1/2줌(150g)
101,청경채(또는 얼갈이배추/배추 해당량),1포기
101,무,300g
101,들기름,4T
101,다진파,1줌
101,고추가루,2T
101,간마늘,1T
101,매운고추(청양고추/할라피뇨/세라노등),2개
102,후추,약간
102,미림,2숟갈
102,국간장,1숟갈
102,참기름,1숟갈
102,다진마늘,1숟갈
102,된장,1/2숟갈
102,국간장,4숟갈
102,토란대(삶은것),1줌
102,얼갈이배추,1/2단
102,콩나물,2줌
102,대파,1대
102,무,1/3개
102,소고기국거리,300g
102,고춧가루,3숟갈
103,쪽파(대파),4줄기
103,통마늘,10개
103,대파,2대
103,후추,1큰술
103,무,1/2개
103,콩나물,300g
103,다진마늘,2큰술
103,소고기양지부위,600g
103,소고기양지부위,600g
104,설탕,1/4큰술
104,다진마늘,1큰술
104,대파,1/2뿌리
104,청피망,1/2개
104,굴소스,1큰술
104,홍피망,1/2개
104,양파,1/4개
104,베이컨,4줄
104,양송이버섯,8개
104,맛술,1큰술
104,참기름,3~4방울
104,후춧가루와,톡톡톡
105,참기름,1/2T
105,썰은 대파,1T
105,양파,1/2개
105,소고기,60g
105,양송이(大),5개
105,다진 마늘,1t
105,간장,1T
105,굴소스,1/2T
105,물,2컵
105,밥,2공기
105,올리브유,약간
105,후추,약간
105,소금,약간
105,전분가루,1T
106,당근,약간
106,양송이버섯,200g
106,애호박,약간
106,밥,적당량
106,참기름,1큰술
106,소금,약간
106,진간장,2큰술
106,굴소스,1큰술
106,물,6큰술
106,녹말가루,1큰술
106,검은 통깨,약간
106,포도씨유,1큰술
106,마늘,3쪽
106,양파,1/2개
106,후춧가루,약간
107,후추,약간
107,소금,약간
107,스테이크소스,1큰술
107,청주,1작은술
107,케찹,2작은술
107,우스타소스,1작은술
107,간장,1+1/2큰술
107,멸치육수,1컵
107,소금,약간
107,후추,약간
107,밀가루,1+1/2큰술
107,느타리버섯,40g
107,양파,1/2개
107,돼지고기,120g
107,매실액,2큰술
108,참기름,1큰술
108,후춧가루,약간
108,진간장,2큰술
108,양송이버섯,200g
108,굴소스,1큰술
108,,
108,검은통깨,약간
108,포도씨유,1큰술
108,마늘,3쪽
108,소금,약간
108,애호박,약간
108,양파,1/2개
108,당근,약간
108,녹말가루,1큰술
109,참기름,1T
109,다진마늘,1T
109,간장,5T
109,고춧가루,3T
109,고추장,1T
109,달걀,
109,당근,
109,양파,
109,양배추,
109,대파(채썬 것),1줌
109,오징어,2마리
109,설탕,1T
110,후추,조금
110,밥,2공기
110,고춧가루,2스푼
110,다진마늘,1/2스푼
110,설탕,1스푼
110,고추장,1스푼
110,국간장,1스푼
110,양파 채썬것,1공기 가득
110,오징어 자른것,1공기 가득
110,소금,조금
110,파,조금
111,참깨,1큰술
111,참기름,1큰술
111,송송 썬 대파,15cm
111,물엿,1+1/2큰술
111,후춧가루,약간
111,납작 썬 주키니호박,1/4개
111,채 썬 깻잎,1줌
111,다진 마늘,1큰술
111,고춧가루,2큰술
111,설탕,1큰술
111,간장,1+1/2큰술
111,채 썬 양파,1/2개
111,짧게 채 썬 오징어,1마리
111,고추장,1+1/2큰술
112,참기름,1큰술
112,고추가루,2큰술
112,올리고당 (쌀엿),1+1/2큰술
112,다진마늘,1작은술
112,생강즙,약간
112,매실액,약간
112,간장,1큰술
112,꽈리고추,
112,홍고추,
112,부추,
112,양배추,
112,오징어,
112,후춧가루,약간
112,고추장,1작은술
113,오징어,2마리
113,매실액,1큰술
113,진간장,1+1/2큰술
113,국간장,1큰술
113,고춧가루,2큰술
113,고추장,2큰술
113,양파,1개
113,황 설탕,1/2큰술
114,물,700ml
114,해물믹스,1컵
114,청주,2큰술
114,카레용돼지고기,180g
114,호박,1/5개
114,당근,1/5개
114,양파,1/2개
114,양배추,1컵
114,다진마늘,1큰술
114,짜장가루,100g
114,대파,1/2대
114,다진생강,1t
115,짜장가루,1팩
115,물,4컵
115,사과,1개
115,애호박,1/2개
115,당근,1/2개
115,양파,1개
115,돼지고기,1주먹
116,메이플시럽,2t
116,전분물,적당히(농도에맞게)
116,호박,1/2개
116,다진마늘,1큰술
116,생강가루,1t
116,대파,1컵
116,버섯,1컵
116,양배추,1/5개
116,오이,1/2개
116,양파,1/2개
116,돼지고기,1컵
116,식용유,3컵
116,춘장 시판용춘장,1개
117,후춧가루 뿌리기,3번
117,다진 마늘,1/2T
117,식용유,적당량
117,짜장가루,1+1/2국자
117,완두콩,10알
117,오이,1/4개
117,달걀,1개
117,돼지고기 안심,300g
117,양파,2개
117,애호박,1개
117,감자,3개
117,당근,1개
118,다진생강,1/3숟가락
118,간장,2+1/2숟가락
118,다진 대파,1/2종이컵
118,황설탕,1/3종이컵
118,식용유,1/2종이컵
118,다진돼지고기,1종이컵
118,다진 양파,1+1/2종이컵
118,춘장,150g
118,소금,약간
118,완두콩,약간
118,밥,1공기
118,달걀,4개
118,굴소스,3숟가락
119,후추,약간
119,통깨,약간
119,표고버섯,4개
119,설탕,1+1/2큰술
119,당면,300그람
119,돼지고기 등심이나 안심,200그람
119,양배추,100그람
119,당근 6cm길이,1개
119,양파,1개
119,대파,1/2대
119,다진마늘,1작은술
119,간장,5큰술
119,물,1컵
119,굴소스,2큰술
120,설탕,1티스푼
120,간장,1큰술
120,굴 소스,1큰술
120,물,1/4컵
120,기름,2큰술
120,다진 마늘,1큰술
120,다진 파,1/2종이컵
120,잡채,1접시
120,고춧가루,1큰술
121,고추기름,2큰술
121,깨,
121,참기름,
121,청양고추,
121,굴소스,2큰술
121,양조간장,2큰술
121,물,1.5컵(종이컵)
121,소금,
121,국간장,1큰술
121,돼지고기(잡채용),조금
121,표고버섯(or버섯) 슬라이스,1줌
121,양파,1/2개
121,당근,1/3개
121,당면,1줌( 500원크기)
121,후추,
121,식용유,
121,설탕,1.3큰술
121,국간장,1큰술
121,마늘,
122,청고추,
122,잡채,500g
122,돼지고기,
122,시금치,1단
122,버섯,
122,참기름,1T
122,당근,
122,조미술,2T
122,굴소스,2T
122,간장,1T
122,후추,
122,양파,1/2개
122,다진마늘,1/2T
122,간장,1/2T
122,청주,1/2T
122,홍고추,
122,설탕,1T
122,생강즙,1/2T
123,참기름,
123,당면,
123,당근,
123,애호박,
123,양파,
123,돼지고기(잡채용),
123,간장,
124,청경채,1포기
124,새우,13마리
124,오징어 몸통,1/2마리
124,손질주꾸미,1팩(대략 220g)
124,굴소스,3큰술
124,물,6큰술
124,녹말가루,3큰술
124,물,1+1/2컵
124,다진마늘,1큰술
124,고추기름,3큰술
124,양배추,2줌(120g)
124,표고버섯,3개
